"ano";"mes";"hom_doloso";"lesao_corp_morte";"latrocinio";"hom_por_interv_policial";"letalidade_violenta";"tentat_hom";"lesao_corp_dolosa";"estupro";"hom_culposo";"lesao_corp_culposa";"roubo_comercio";"roubo_residencia";"roubo_veiculo";"roubo_carga";"roubo_transeunte";"roubo_em_coletivo";"roubo_banco";"roubo_cx_eletronico";"roubo_celular";"roubo_conducao_saque";"roubo_apos_saque";"roubo_bicicleta";"outros_roubos";"total_roubos";"furto_veiculos";"furto_transeunte";"furto_coletivo";"furto_celular";"furto_bicicleta";"outros_furtos";"total_furtos";"sequestro";"extorsao";"sequestro_relampago";"estelionato";"apreensao_drogas";"posse_drogas";"trafico_drogas";"apreensao_drogas_sem_autor";"recuperacao_veiculos";"apf";"aaapai";"cmp";"cmba";"ameaca";"pessoas_desaparecidas";"encontro_cadaver";"encontro_ossada";"pol_militares_mortos_serv";"pol_civis_mortos_serv";"indicador_cvli";"indicador_roubo_rua";"indicador_roubo_veic";"indicador_roubo_carga";"registro_ocorrencias";"fase"
2003;1;"4,01";"0,04";"0,14";"0,61";"4,8";"2,48";"46,94";"1,67";"1,11";"21,08";"4,01";"1,17";;"2,43";"9,71";"4,48";"0,03";"0,01";"6,58";"0,12";"1,43";;"18,09";"70,08";;"6,69";"0,33";"5,17";;"45,95";"71,36";"0,01";"0,16";"0";"6,02";"6,83";;;;;;;;;"41,71";"2,78";"0,98";"0,02";;;"4,19";"20,77";;"2,43";"304,9";3
2003;2;"3,97";"0,03";"0,08";"0,76";"4,83";"2,46";"48,32";"1,5";"1,28";"21,83";"4,9";"1,16";;"3,02";"10,43";"4,7";"0,08";"0";"6,55";"0,14";"1,59";;"18,24";"72,38";;"5,84";"0,36";"4,41";;"47,95";"70,35";"0,02";"0,2";"0";"5,46";"7,89";;;;;;;;;"41,16";"2,89";"1,27";"0,03";;;"4,08";"21,69";;"3,02";"309,05";3
2003;3;"4,17";"0,03";"0,11";"0,77";"5,08";"2,26";"47,43";"1,61";"1,28";"20,37";"4,36";"1,21";;"2,11";"10,46";"4,65";"0,05";"0,01";"6,68";"0,22";"1,29";;"16,96";"67,9";;"6,42";"0,37";"4,4";;"51,04";"74,71";"0";"0,2";"0";"5,59";"7,71";;;;;;;;;"39,43";"3,14";"1,06";"0,05";;;"4,32";"21,79";;"2,11";"309,13";3
2003;4;"3,98";"0,07";"0,1";"0,85";"5";"2,02";"43,84";"1,46";"1,41";"20,98";"4,78";"1,15";;"2,06";"10,41";"4,25";"0,07";"0";"6,85";"0,25";"1,58";;"17,99";"69,57";;"5,31";"0,39";"3,68";;"49,94";"70,85";"0,02";"0,28";"0";"5,57";"7,22";;;;;;;;;"38,29";"2,35";"0,82";"0,03";;;"4,15";"21,51";;"2,06";"300,72";3
2003;5;"4,08";"0,04";"0,14";"0,65";"4,91";"2,59";"39,77";"1,29";"1,55";"22,34";"4,85";"1,28";;"2,35";"10,6";"4,51";"0,02";"0,01";"7,3";"0,18";"1,86";;"19,51";"74,01";;"5,53";"0,39";"3,77";;"48,91";"70,87";"0,01";"0,39";"0";"5,95";"6,94";;;;;;;;;"37";"2,84";"1";"0,03";;;"4,25";"22,41";;"2,35";"310,15";3
2003;6;"3,72";"0,01";"0,1";"0,59";"4,41";"2,15";"42,88";"1,35";"1,61";"22,04";"4,38";"0,95";;"2,12";"9,7";"3,67";"0,03";"0";"6,55";"0,21";"1,67";;"16,92";"64,5";;"5,35";"0,24";"3,29";;"43,29";"62,63";"0,01";"0,4";"0";"5,85";"7,65";;;;;;;;;"38,56";"2,63";"0,94";"0,03";;;"3,82";"19,93";;"2,12";"300,05";3
2003;7;"3,55";"0,05";"0,11";"0,67";"4,39";"2,76";"41,09";"1,27";"1,32";"21,74";"5,14";"1,17";;"2,18";"9,4";"2,87";"0,03";"0";"6,86";"0,15";"1,87";;"16,91";"63,7";;"4,91";"0,24";"3,86";;"44,42";"64,68";"0";"0,32";"0,02";"6,58";"8,13";;;;;;;;;"37,53";"2,26";"0,79";"0,02";;;"3,72";"19,12";;"2,18";"300,92";3
2003;8;"3,37";"0,03";"0,07";"0,63";"4,1";"2,69";"39,3";"1,38";"1,26";"21,9";"3,92";"1,1";;"2,06";"10,04";"2,35";"0,01";"0";"7,01";"0,12";"1,52";;"17,46";"62,58";;"4,89";"0,28";"3,6";;"42,73";"62,21";"0,01";"0,34";"0,04";"6,06";"7,85";;;;;;;;;"35,62";"2,59";"1,22";"0,03";;;"3,46";"19,4";;"2,06";"286,35";3
2003;9;"3,45";"0,03";"0,11";"0,69";"4,27";"1,83";"40,8";"1,46";"1,23";"21,45";"3,85";"1,27";;"1,83";"10,13";"2,54";"0,01";"0,01";"8,1";"0,18";"1,61";;"18,79";"65,3";;"4,69";"0,23";"4,42";;"45,39";"65,11";"0,01";"0,52";"0,03";"6,51";"7,65";;;;;;;;;"39,24";"2,88";"0,72";"0,03";;;"3,58";"20,77";;"1,83";"299,79";3
2003;10;"3,29";"0,01";"0,11";"0,89";"4,3";"2,32";"41,65";"1,41";"1,26";"24,02";"3,79";"0,96";;"2,44";"9,81";"2,32";"0";"0,01";"8,6";"0,18";"1,63";;"18,78";"66,73";;"4,64";"0,21";"4,34";;"45,61";"65,26";"0";"0,81";"0,02";"6,83";"8,03";;;;;;;;;"38,42";"2,59";"0,65";"0,04";;;"3,41";"20,74";;"2,44";"304,43";3
2003;11;"3,56";"0,02";"0,08";"0,51";"4,16";"2,18";"46,13";"1,56";"1,17";"22,84";"3,52";"1,04";;"2,2";"9,72";"2,46";"0,01";"0";"7,61";"0,09";"1,57";;"16,97";"61,56";;"5,1";"0,26";"4,4";;"43,9";"64,17";"0,01";"0,59";"0,03";"6,42";"7,91";;;;;;;;;"40,69";"2,93";"0,7";"0,03";;;"3,66";"19,79";;"2,2";"296,49";3
2003;12;"3,72";"0,01";"0,08";"0,48";"4,3";"2,19";"51,55";"1,49";"1,62";"25,76";"3,66";"1,23";;"2,77";"10,67";"2,04";"0,03";"0,01";"7,68";"0,13";"1,89";;"18,32";"66,43";;"6,22";"0,15";"4,09";;"46,79";"67,28";"0,01";"0,59";"0,03";"5,68";"6,59";;;;;;;;;"42,74";"2,62";"0,87";"0,01";;;"3,82";"20,39";;"2,77";"308,32";3
2004;1;"3,89";"0,03";"0,08";"0,52";"4,52";"2,04";"44,12";"1,66";"1,26";"21,81";"3,1";"1,14";;"1,97";"9,32";"2,16";"0,01";"0,03";"8,78";"0,18";"1,54";;"19,34";"65,56";;"5,44";"0,23";"5,34";;"46,64";"69,4";"0";"0,64";"0,03";"6,48";"7,26";;;;;;;;;"42,22";"2,94";"0,97";"0,07";;;"4";"20,26";;"1,97";"304,93";3
2004;2;"3,64";"0,03";"0,11";"0,44";"4,21";"2,13";"43,48";"1,34";"1,2";"21,32";"3,16";"1,1";;"1,88";"9,63";"2,72";"0,01";"0,02";"7,24";"0,11";"1,7";;"18,03";"61,03";;"5,47";"0,34";"4,84";;"46,15";"67,45";"0,01";"0,59";"0,03";"5,66";"7,01";;;;;;;;;"34,71";"2,67";"0,71";"0,02";;;"3,78";"19,6";;"1,88";"284,97";3
2004;3;"3,56";"0,01";"0,11";"0,55";"4,23";"2,29";"43,47";"1,74";"1,25";"21,66";"3,67";"1,21";;"2,61";"10,29";"3,07";"0,03";"0";"9,37";"0,13";"1,9";;"19,84";"70,82";;"5,01";"0,32";"5,41";;"49,57";"71,73";"0";"0,83";"0,03";"7,05";"6,71";;;;;;;;;"39,62";"2,67";"0,66";"0,03";;;"3,68";"22,73";;"2,61";"320,14";3
2004;4;"3,46";"0,01";"0,14";"0,46";"4,06";"1,82";"41,7";"1,61";"1,47";"21,23";"3,61";"1,01";;"2,84";"12,72";"3,06";"0,02";"0,01";"6,7";"0,12";"1,47";;"15,76";"66,79";;"4,6";"0,43";"4,8";;"44,05";"65,44";"0,01";"0,52";"0,02";"6,72";"6,45";;;;;;;;;"36,63";"2,75";"0,75";"0,03";;;"3,61";"22,48";;"2,84";"302,19";3
2004;5;"4,07";"0,03";"0,12";"0,69";"4,92";"2,29";"40,75";"1,31";"1,36";"24,58";"3,78";"1";;"3,23";"11,38";"2,58";"0,03";"0";"9,39";"0,07";"1,52";;"12,9";"66,47";;"4,53";"0,4";"4,9";;"45,12";"66,89";"0";"0,85";"0,01";"6,94";"7,49";;;;;;;;;"36,62";"2,57";"0,74";"0,04";;;"4,23";"23,36";;"3,23";"311,53";3
2004;6;"3,38";"0,01";"0,09";"0,5";"3,98";"1,63";"36,79";"1,45";"1,28";"21,04";"3,55";"1,02";;"2,82";"10,72";"2,95";"0,01";"0,01";"9,22";"0,07";"1,7";;"12,42";"63,26";;"5,13";"0,44";"5,37";;"44,13";"65,95";"0,01";"0,74";"0,04";"7,41";"7,32";;;;;;;;;"33,82";"2,16";"0,54";"0,02";;;"3,47";"22,9";;"2,82";"301,67";3
2004;7;"3,37";"0,01";"0,1";"0,46";"3,94";"1,95";"35,68";"1,3";"1,54";"21,84";"3,81";"1,08";;"2,45";"11,75";"3,91";"0,03";"0";"7,13";"0,13";"1,61";;"12,2";"63,11";;"5,17";"1,18";"5,21";;"40,6";"62,94";"0";"0,37";"0,01";"7,31";"6,55";;;;;;;;;"33,2";"2,43";"0,7";"0,02";;;"3,48";"22,8";;"2,45";"300,54";3
2004;8;"3,47";"0,04";"0,09";"0,6";"4,2";"2,21";"41,28";"1,84";"1,59";"22,26";"3,03";"0,89";;"2,03";"12,96";"3,79";"0,01";"0";"5,32";"0,1";"1,46";;"10,2";"56,4";;"5";"1,51";"5,99";;"41,33";"64,18";"0";"0,51";"0,01";"7,13";"7,26";;;;;;;;;"36,07";"2,35";"0,8";"0,03";;;"3,6";"22,08";;"2,03";"313,12";3
2004;9;"3,37";"0,01";"0,14";"0,57";"4,1";"1,95";"44,01";"1,88";"1,58";"23,16";"3,63";"0,81";;"2,34";"13,7";"4,73";"0,01";"0";"3,16";"0,03";"1,1";;"7,68";"54,58";;"4,67";"1,98";"5,84";;"39,77";"62,21";"0,01";"0,45";"0,01";"6,52";"6,28";;;;;;;;;"36,37";"2,54";"0,69";"0,02";;;"3,53";"21,6";;"2,34";"309,14";3
2004;10;"3,47";"0,04";"0,09";"0,76";"4,36";"2,13";"43,07";"1,81";"1,39";"22,59";"3,14";"0,94";;"2,71";"15,08";"5,03";"0,04";"0,03";"2,58";"0,06";"1,3";;"8,33";"57,49";;"5,23";"1,8";"5,64";;"40,8";"64,15";"0,01";"0,57";"0,03";"7,24";"6,23";;;;;;;;;"35,29";"2,49";"0,57";"0,02";;;"3,6";"22,69";;"2,71";"309,32";3
2004;11;"3,79";"0,03";"0,12";"0,6";"4,53";"1,89";"41,43";"1,86";"1,28";"22,21";"3,44";"1,18";;"2,84";"15,16";"4,76";"0,02";"0,01";"2,9";"0,09";"1,51";;"8,62";"58,1";;"5,06";"2,11";"5,14";;"43,39";"65,84";"0,01";"0,68";"0,03";"7,58";"6,07";;;;;;;;;"35,65";"2,31";"0,52";"0,02";;;"3,93";"22,82";;"2,84";"308,93";3
2004;12;"3,62";"0,01";"0,05";"0,43";"4,11";"2,06";"46,09";"1,72";"1,72";"24,93";"3,32";"1,08";;"3,81";"16,06";"4,64";"0,03";"0,02";"2,53";"0,2";"1,76";;"8,15";"58,72";;"6,47";"2,2";"5,6";;"44,27";"68,61";"0,01";"0,99";"0,01";"8,13";"5,72";;;;;;;;;"37,08";"2,63";"0,58";"0";;;"3,68";"23,23";;"3,81";"315,18";3
2005;1;"4,03";"0,04";"0,13";"0,48";"4,67";"2,55";"46,77";"2,22";"1,46";"22,17";"2,84";"1,03";;"2,67";"16,08";"4,31";"0,01";"0,03";"2,92";"0,17";"1,1";;"8,65";"58,02";;"6,57";"1,87";"7,12";;"45";"72,16";"0,01";"1,15";"0,03";"7,93";"6,49";;;;;;;;;"39,27";"2,74";"0,58";"0,01";;;"4,19";"23,31";;"2,67";"313,68";3
2005;2;"4,1";"0,03";"0,08";"0,39";"4,6";"2,03";"38,81";"1,72";"1,22";"17,51";"2,88";"0,97";;"2,79";"16,81";"4,07";"0,04";"0,03";"2,72";"0,13";"1,03";;"8,91";"57,67";;"7,34";"1,82";"6,55";;"42,02";"67,81";"0,01";"1,27";"0,06";"6,73";"5,57";;;;;;;;;"31,6";"2,1";"0,56";"0,02";;;"4,21";"23,6";;"2,79";"292,69";3
2005;3;"4,52";"0,01";"0,17";"0,62";"5,32";"2,28";"44,69";"2,1";"1,65";"20,09";"3,07";"1,11";;"2,93";"19,04";"5,37";"0,01";"0,07";"3,66";"0,13";"1,15";;"10,73";"67,5";;"6,24";"2,25";"8,55";;"43,78";"72,82";"0";"1,56";"0,03";"8,46";"6,69";;;;;;;;;"38,96";"2,8";"0,57";"0,05";;;"4,7";"28,07";;"2,93";"332,26";3
2005;4;"3,48";"0,02";"0,1";"0,44";"4,04";"2,25";"44,66";"1,91";"1,57";"21,35";"2,9";"0,88";;"2,36";"17,87";"5,64";"0,02";"0,01";"3,9";"0,13";"1,05";;"10,58";"65,52";;"6,05";"2,3";"7,86";;"40,9";"68,8";"0";"1,79";"0,09";"7,82";"6,4";;;;;;;;;"38,42";"2,6";"0,38";"0,04";;;"3,6";"27,4";;"2,36";"324,48";3
2005;5;"3,71";"0,04";"0,13";"0,61";"4,49";"2,56";"42,35";"2,02";"1,8";"20,99";"3,07";"0,98";;"2,37";"20";"5,9";"0,01";"0,02";"4,12";"0,17";"1,08";;"10,29";"67,84";;"6,78";"2,55";"8,12";;"41,85";"72,04";"0,01";"1,66";"0,04";"9,13";"6,52";;;;;;;;;"35,72";"2,54";"0,34";"0,02";;;"3,87";"30,02";;"2,37";"330,31";3
2005;6;"3,22";"0,03";"0,11";"0,77";"4,13";"2,01";"40,49";"1,86";"1,62";"20,21";"2,79";"0,95";;"2,62";"19,93";"5,45";"0,01";"0,07";"4,12";"0,1";"0,98";;"9,03";"62,72";;"6,84";"2,32";"7,9";;"41,77";"70,71";"0";"1,78";"0,07";"9,08";"6,43";;;;;;;;;"34,87";"2,24";"0,48";"0,03";;;"3,37";"29,51";;"2,62";"324,46";3
2005;7;"3,83";"0,03";"0,15";"0,59";"4,6";"1,99";"38,83";"1,62";"1,79";"19,53";"2,96";"1,09";;"2,32";"20,07";"5,56";"0,01";"0,05";"4,03";"0,13";"0,84";;"9,09";"62,25";;"6,56";"2,41";"8,02";;"40,32";"69,23";"0,01";"1,08";"0,2";"9,32";"6,47";;;;;;;;;"32,15";"2,06";"0,48";"0,01";;;"4,01";"29,65";;"2,32";"307,09";3
2005;8;"3,71";"0,04";"0,12";"0,78";"4,65";"1,94";"44,18";"1,95";"1,31";"19,65";"2,68";"1,22";;"2,64";"21,45";"5,16";"0,01";"0,05";"4,62";"0,12";"1,01";;"9,41";"64,56";;"7,17";"2,87";"9,03";;"44,99";"75,36";"0";"0,94";"0,03";"9,79";"7,07";;;;;;;;;"38,86";"2,45";"0,6";"0,03";;;"3,86";"31,23";;"2,64";"332,84";3
2005;9;"3,51";"0,03";"0,08";"0,73";"4,35";"2,29";"39,96";"2,34";"1,48";"18,96";"2,42";"0,96";;"2,25";"20,08";"5,06";"0";"0,05";"3,71";"0,12";"0,84";;"5,35";"58,2";;"6,65";"2,26";"8,23";;"32,68";"61,18";"0";"0,82";"0,03";"8,99";"6,48";;;;;;;;;"33";"2,12";"0,44";"0,02";;;"3,62";"28,85";;"2,25";"310,43";3
2005;10;"3,31";"0,03";"0,1";"0,69";"4,13";"2";"48,27";"2,18";"1,56";"20,28";"2,66";"0,91";;"2,05";"22,61";"5,07";"0";"0,04";"4,22";"0,07";"0,92";;"5,4";"62,24";;"7,7";"2,51";"9,6";;"34,42";"65,95";"0";"0,83";"0,05";"8,16";"6,69";;;;;;;;;"37,6";"2,73";"0,56";"0,03";;;"3,44";"31,91";;"2,05";"330,01";3
2005;11;"3,25";"0,06";"0,11";"0,62";"4,04";"2,07";"41,22";"1,76";"1,34";"17,96";"2,32";"0,99";;"2,26";"22,11";"5,12";"0,01";"0,02";"3,89";"0,09";"0,9";;"5,19";"61,19";;"8,3";"2,66";"8,57";;"34,83";"66,96";"0,03";"0,82";"0,03";"9,59";"5,87";;;;;;;;;"33,91";"2,2";"0,5";"0,01";;;"3,42";"31,12";;"2,26";"313,73";3
2005;12;"3,05";"0,03";"0,12";"0,51";"3,71";"1,8";"44,32";"1,85";"1,58";"21,65";"2,57";"1,08";;"3,26";"22,05";"4,97";"0";"0,04";"3,71";"0,11";"0,89";;"5,28";"61,12";;"9,77";"2,81";"9,21";;"37,28";"70,95";"0";"0,99";"0,06";"9,83";"6,94";;;;;;;;;"34,23";"2,45";"0,54";"0,01";;;"3,21";"30,73";;"3,26";"325,88";3
2006;1;"3,15";"0,03";"0,08";"0,43";"3,69";"1,87";"47,57";"2,04";"1,39";"20,13";"2,22";"0,95";;"2,26";"22,45";"5,43";"0,02";"0,05";"3,68";"0,07";"0,74";;"5,6";"60,94";;"9,59";"2,44";"10,76";;"39";"73,84";"0";"1,13";"0,03";"9,71";"6,96";"3,39";"2,32";"1,4";;"8,3";"2,19";"4,6";"0,33";"39,39";"2,86";"0,49";"0,04";;;"3,26";"31,57";;"2,26";"337,83";3
2006;2;"3,42";"0,03";"0,13";"0,46";"4,03";"2,27";"46,99";"1,77";"1,19";"16,3";"2,86";"1,01";;"2,53";"21,95";"4,77";"0,03";"0,03";"3,48";"0,07";"0,67";;"6,11";"62,13";;"13,5";"2,37";"9,89";;"37,21";"74,83";"0";"1,13";"0,01";"8,77";"6,62";"3,01";"2,45";"1,27";;"9,06";"2,36";"4,16";"0,27";"36,69";"2,57";"0,56";"0,04";;;"3,57";"30,2";;"2,53";"327,76";3
2006;3;"3,98";"0,04";"0,15";"0,6";"4,77";"2,37";"45,62";"1,84";"1,57";"18,03";"2,78";"0,97";;"2,42";"22,93";"5,04";"0,03";"0,02";"3,73";"0,14";"0,93";;"5,43";"64,64";;"9,35";"2,34";"9,3";;"38,74";"71,77";"0";"1,1";"0,01";"9,59";"5,76";"2,29";"2,33";"1,28";;"8,96";"2,59";"4,94";"0,3";"36,56";"2,5";"0,48";"0,01";;;"4,17";"31,7";;"2,42";"334,45";3
2006;4;"3,79";"0,02";"0,2";"0,66";"4,67";"2,2";"40,49";"1,45";"1,39";"18,09";"3,07";"1,05";;"2,43";"26,24";"6,13";"0,02";"0,06";"4,54";"0,06";"0,99";;"6,45";"71,32";;"9,26";"2,88";"10,08";;"38,03";"72,63";"0";"0,9";"0";"8,35";"6,03";"2,57";"2,21";"1,38";;"9,02";"2,09";"4,18";"0,16";"33,43";"2,35";"0,34";"0,01";;;"4,01";"36,92";;"2,43";"328,89";3
2006;5;"3,58";"0,03";"0,09";"0,58";"4,28";"2,34";"36,15";"1,66";"1,5";"19,29";"3,09";"1,11";;"2,57";"26,84";"6,15";"0,05";"0,03";"5,28";"0,12";"1,09";;"5,42";"72,85";;"9,68";"3,41";"11,95";;"37,94";"75,89";"0,01";"0,8";"0,07";"10,07";"6,5";"2,71";"2,47";"1,47";;"8,63";"1,92";"5,33";"0,72";"32,38";"2,2";"0,52";"0,05";;;"3,7";"38,28";;"2,57";"337,8";3
2006;6;"3,1";"0,05";"0,07";"0,67";"3,88";"2,07";"38,91";"1,82";"1,24";"17,97";"2,6";"0,88";;"2,22";"24,91";"5,83";"0,03";"0";"4,74";"0,07";"0,92";;"5,6";"65,71";;"9,48";"2,79";"10,72";;"35,9";"71,47";"0,01";"0,6";"0,03";"9,43";"6,04";"2,54";"2,12";"1,5";;"7,92";"1,95";"4,6";"0,24";"32,72";"2,28";"0,41";"0,01";;;"3,22";"35,48";;"2,22";"318,92";3
2006;7;"3,12";"0,03";"0,1";"0,57";"3,83";"1,75";"37,25";"1,78";"1,51";"20,05";"2,44";"1";;"2,23";"25,45";"6,03";"0,04";"0";"4,58";"0,14";"1,19";;"5,2";"65,45";;"10,66";"3";"11,36";;"38,64";"76,99";"0,01";"0,54";"0,05";"10,36";"6,78";"2,64";"2,81";"1,46";;"8,23";"1,78";"5,48";"0,2";"31,67";"2,32";"0,45";"0,03";;;"3,25";"36,07";;"2,23";"331,56";3
2006;8;"3,07";"0,04";"0,09";"0,81";"4,01";"2,11";"40,83";"1,72";"1,58";"19,85";"2,48";"1,05";;"2,55";"25,83";"5,77";"0,02";"0,04";"4,92";"0,14";"1,17";;"5,37";"66,7";;"10,61";"3,27";"11,78";;"40,28";"78,61";"0";"0,7";"0,08";"10,48";"6,56";"2,9";"2,52";"1,31";;"8,53";"1,89";"5,87";"0,28";"35,64";"2,51";"0,4";"0,01";;;"3,2";"36,51";;"2,55";"342,58";3
2006;9;"3,4";"0,02";"0,12";"0,49";"4,03";"2,14";"38,39";"1,64";"1,44";"20,34";"2,36";"0,96";;"2,42";"25,5";"5,61";"0";"0,05";"4,51";"0,12";"1,12";;"5,21";"66,6";;"9,41";"3,27";"10,63";;"35,67";"70,81";"0,01";"0,76";"0,04";"10,12";"6,12";"2,77";"2,23";"1,23";;"8,68";"1,78";"4,86";"0,22";"33,08";"2,54";"0,48";"0,05";;;"3,54";"35,62";;"2,42";"321,85";3
2006;10;"3,59";"0,01";"0,08";"0,57";"4,26";"2,33";"40,7";"1,8";"1,28";"20,06";"2,38";"0,98";;"2,57";"27,33";"5,9";"0,01";"0,07";"4,43";"0,1";"1,09";;"9,31";"73,32";;"9,79";"3,17";"10,91";;"46,87";"83,76";"0";"1,43";"0,03";"11,3";"5,46";"2,49";"1,86";"1,21";;"8,86";"1,88";"4,37";"0,24";"33,36";"2,69";"0,45";"0,04";;;"3,69";"37,66";;"2,57";"338,21";3
2006;11;"3,43";"0,05";"0,1";"0,57";"4,15";"2";"38,04";"1,67";"1,48";"19,55";"2,68";"0,89";;"2,76";"27";"5,63";"0,03";"0,05";"4,18";"0,1";"1,19";;"8,85";"72,03";;"10,27";"3,25";"10,7";;"47,6";"83,74";"0";"1,65";"0,1";"11";"5,11";"2,02";"2,04";"1,16";;"8,07";"1,93";"5,25";"0,19";"29,75";"2,38";"0,37";"0,01";;;"3,58";"36,81";;"2,76";"329,36";3
2006;12;"3,67";"0,03";"0,15";"0,53";"4,37";"2,81";"42,64";"1,72";"1,61";"21,04";"2,54";"0,82";;"2,87";"26,21";"5,4";"0,01";"0,02";"3,93";"0,08";"1,07";;"8,29";"68,78";;"12,14";"3,47";"11,79";;"47,09";"85,76";"0,01";"1,42";"0,03";"10,3";"4,5";"1,84";"1,7";"1,03";;"7,63";"1,54";"4,63";"0,17";"29,12";"2,59";"0,44";"0,03";;;"3,84";"35,54";;"2,87";"330,58";3
2007;1;"3,42";"0,05";"0,05";"0,76";"4,27";"1,99";"39,38";"2,03";"1,18";"18,54";"2,14";"0,85";;"2,69";"27,73";"5,45";"0,01";"0,03";"3,94";"0,11";"1,03";;"8,73";"71,17";;"12,05";"2,67";"11,96";;"48,05";"87,49";"0";"0,94";"0,01";"12,08";"5,23";"2,28";"2,01";"1,06";;"8,54";"1,89";"5";"0,29";"34,81";"2,58";"0,57";"0,02";;;"3,51";"37,13";;"2,69";"334,58";3
2007;2;"3,15";"0,02";"0,07";"0,58";"3,83";"1,95";"41,17";"1,48";"1,2";"17,85";"2,05";"0,84";;"2,01";"27,26";"4,94";"0,01";"0,04";"3,48";"0,05";"0,93";;"8,7";"67,03";;"15,41";"2,78";"10,4";;"45,66";"86,32";"0,01";"0,53";"0,01";"10,76";"5,35";"2,68";"1,9";"0,9";;"8,32";"1,77";"4,08";"0,18";"32,76";"2,43";"0,47";"0,01";;;"3,24";"35,69";;"2,01";"321,18";3
2007;3;"4,15";"0,05";"0,14";"0,72";"5,06";"2,65";"46,25";"1,87";"1,51";"20,97";"2,54";"1,03";;"3,28";"31,52";"6,46";"0,03";"0,02";"4,47";"0,07";"1,12";;"10,02";"82,27";;"11,68";"3,3";"10,05";;"49,29";"86,7";"0";"0,91";"0";"12,53";"5,74";"2,51";"2,19";"1,16";;"8,64";"2,15";"6,39";"0,25";"38,76";"3,07";"0,65";"0,07";;;"4,34";"42,45";;"3,28";"369,49";3
2007;4;"3,71";"0,02";"0,1";"0,85";"4,67";"2,38";"41,97";"1,61";"1,62";"21,24";"2,8";"1,06";;"2,42";"31,15";"5,67";"0,01";"0,02";"4,24";"0,08";"0,94";;"8,24";"74,67";;"11,38";"3,27";"8,98";;"44,36";"79,08";"0,01";"0,74";"0,03";"10,75";"5,34";"2,25";"2,09";"1,13";;"8,98";"2,13";"5,11";"0,3";"34,88";"2,53";"0,47";"0,01";;;"3,82";"41,05";;"2,42";"333,98";3
2007;5;"3,02";"0,02";"0,11";"0,89";"4,03";"2,36";"34,8";"1,66";"1,57";"21,45";"2,8";"0,91";;"2,54";"33,86";"6,21";"0,02";"0,01";"4,44";"0,08";"1,38";;"8,4";"78,66";;"12,84";"4,15";"10,66";;"47,21";"86,64";"0";"0,44";"0,07";"13,18";"5,82";"2,16";"2,43";"1,4";;"10,34";"2,23";"5,99";"0,22";"30,77";"2,21";"0,38";"0,02";;;"3,15";"44,51";;"2,54";"346,56";3
2007;6;"2,88";"0,02";"0,11";"0,7";"3,71";"1,96";"35,32";"1,65";"1,56";"22,62";"2,61";"0,86";;"2,43";"32,85";"5,62";"0,01";"0,01";"4,19";"0,07";"1,24";;"7,96";"74,32";;"12,23";"3,93";"8,87";;"45,08";"81,61";"0";"0,32";"0,02";"12,34";"5,41";"1,94";"2,47";"1,11";;"9,25";"1,82";"6,15";"0,33";"30,96";"2,68";"0,37";"0,02";;;"3,01";"42,66";;"2,43";"332,91";3
