"ano";"mes";"hom_doloso";"lesao_corp_morte";"latrocinio";"hom_por_interv_policial";"letalidade_violenta";"tentat_hom";"lesao_corp_dolosa";"estupro";"hom_culposo";"lesao_corp_culposa";"roubo_comercio";"roubo_residencia";"roubo_veiculo";"roubo_carga";"roubo_transeunte";"roubo_em_coletivo";"roubo_banco";"roubo_cx_eletronico";"roubo_celular";"roubo_conducao_saque";"roubo_apos_saque";"roubo_bicicleta";"outros_roubos";"total_roubos";"furto_veiculos";"furto_transeunte";"furto_coletivo";"furto_celular";"furto_bicicleta";"outros_furtos";"total_furtos";"sequestro";"extorsao";"sequestro_relampago";"estelionato";"apreensao_drogas";"posse_drogas";"trafico_drogas";"apreensao_drogas_sem_autor";"recuperacao_veiculos";"apf";"aaapai";"cmp";"cmba";"ameaca";"pessoas_desaparecidas";"encontro_cadaver";"encontro_ossada";"pol_militares_mortos_serv";"pol_civis_mortos_serv";"indicador_cvli";"indicador_roubo_rua";"indicador_roubo_veic";"indicador_roubo_carga";"registro_ocorrencias";"fase"
2007;7;"2,95";"0,02";"0,06";"0,52";"3,56";"2,04";"35,3";"1,54";"1,89";"20,62";"2,61";"0,85";;"2,18";"29,29";"5,07";"0,01";"0,02";"3,64";"0,07";"1,38";;"7,54";"67,45";;"12,22";"3,64";"8,75";;"44,3";"79,82";"0,01";"0,58";"0,03";"12,55";"5,47";"2,04";"2,6";"0,96";;"10,17";"1,58";"6,13";"0,33";"31,53";"2,3";"0,32";"0,02";;;"3,04";"38";;"2,18";"326,89";3
2007;8;"3,38";"0,02";"0,09";"0,82";"4,31";"2,43";"36,24";"1,68";"1,72";"21,41";"2,5";"0,94";;"2,21";"33,91";"5,89";"0,01";"0,03";"4,13";"0,1";"1,36";;"8,03";"75,04";;"12,7";"3,96";"9,44";;"46,28";"83,98";"0,01";"0,59";"0,04";"13,03";"5,46";"1,96";"2,42";"1,21";;"9,57";"1,92";"6,91";"0,41";"32,79";"2,49";"0,28";"0,02";;;"3,49";"43,93";;"2,21";"345,2";3
2007;9;"2,88";"0,01";"0,1";"0,81";"3,8";"2,18";"40,86";"1,88";"1,93";"23,59";"2,28";"0,79";;"2,11";"33,52";"5,38";"0,01";"0,02";"4,5";"0,14";"1,28";;"7,89";"73,24";;"12,07";"3,57";"9,58";;"46,09";"83,11";"0";"0,6";"0,01";"11,84";"4,97";"1,82";"2,34";"0,97";;"10,04";"1,79";"5,69";"0,19";"34,5";"2,56";"0,3";"0,05";;;"2,99";"43,4";;"2,11";"339,66";3
2007;10;"3,13";"0,01";"0,15";"0,73";"4,01";"1,99";"40,8";"1,84";"1,66";"22,42";"2,55";"0,97";;"2,09";"35,28";"5,45";"0,02";"0,05";"4,34";"0,06";"1,38";;"8,09";"76,15";;"13,62";"3,9";"10,09";;"49,03";"88,35";"0";"0,66";"0,02";"13,04";"5,55";"2,06";"2,43";"1,24";;"9,66";"2,15";"6,57";"0,36";"35,87";"2,55";"0,32";"0,02";;;"3,29";"45,08";;"2,09";"356,37";3
2007;11;"3,4";"0,02";"0,11";"0,71";"4,24";"2,09";"39,57";"1,86";"1,29";"20,79";"2,39";"0,84";;"2,47";"33,66";"4,91";"0,01";"0,04";"3,74";"0,05";"1,22";;"7,43";"72,86";;"12,49";"3,75";"9,03";;"47,45";"84,34";"0";"0,59";"0,02";"11,95";"5,45";"1,98";"2,4";"1,23";;"9,8";"1,94";"4,89";"0,36";"32,89";"2,32";"0,32";"0";;;"3,53";"42,32";;"2,47";"333,04";3
2007;12;"3,58";"0,04";"0,15";"0,51";"4,28";"2,4";"46,01";"1,72";"1,76";"22,74";"2,55";"0,84";;"2,49";"34,42";"5,21";"0,01";"0,01";"3,94";"0,1";"1,03";;"8,57";"75,33";;"15,3";"4,1";"10,28";;"47,74";"88,26";"0";"0,5";"0,02";"11,36";"4,49";"1,78";"1,83";"0,98";;"9,02";"1,45";"5,32";"0,32";"34,15";"2,23";"0,49";"0";;;"3,76";"43,58";;"2,49";"342,9";3
2008;1;"3,46";"0,03";"0,07";"0,7";"4,26";"1,98";"40,2";"1,65";"1,29";"19,11";"2,42";"0,78";;"2,26";"36,31";"5,32";"0,03";"0,04";"4,4";"0,11";"1,06";;"8,73";"77,5";;"16,08";"3,8";"11,74";;"50,09";"93,37";"0,01";"0,73";"0,03";"13,59";"4,67";"1,74";"2,13";"0,91";;"8,76";"1,7";"5,57";"0,39";"35,68";"2,67";"0,39";"0,02";;;"3,56";"46,03";;"2,26";"355,55";3
2008;2;"3,24";"0,03";"0,13";"0,7";"4,11";"2,09";"38,6";"1,65";"1,17";"18,89";"2,68";"0,8";;"1,53";"35,2";"5,37";"0,01";"0,04";"4,37";"0,1";"1";;"8,11";"74,62";;"18,32";"3,88";"11,36";;"48,8";"93,64";"0";"1,11";"0,01";"11,88";"4,73";"1,83";"2,14";"0,89";;"9,32";"1,79";"5,48";"0,31";"31,47";"2,32";"0,44";"0,01";;;"3,41";"44,94";;"1,53";"338,25";3
2008;3;"3,38";"0,01";"0,13";"0,9";"4,43";"2,18";"42,57";"2,12";"1,65";"23,43";"2,7";"0,83";;"1,76";"34,49";"5,89";"0,02";"0,03";"4,48";"0,12";"1,18";;"7,42";"74,32";;"12,41";"4,12";"10,21";;"48,14";"86,71";"0";"0,96";"0,03";"13,98";"5,66";"2,32";"2,44";"1,03";;"9,56";"1,67";"6,35";"0,3";"35,88";"2,54";"0,43";"0,01";;;"3,53";"44,87";;"1,76";"352,09";3
2008;4;"3,04";"0,03";"0,08";"0,94";"4,1";"2,08";"38,56";"1,87";"1,41";"22,48";"2,44";"0,63";;"1,72";"35,49";"5,92";"0,01";"0,04";"4,04";"0,06";"1,19";;"7,4";"72,91";;"11,99";"3,87";"10,51";;"47,9";"85,59";"0";"0,85";"0,04";"13,85";"5,47";"2,35";"2,39";"0,9";;"9,68";"1,72";"6,29";"0,28";"33,45";"2,51";"0,33";"0,01";;;"3,15";"45,44";;"1,72";"340,21";3
2008;5;"2,64";"0,01";"0,14";"0,94";"3,73";"2,14";"36,41";"1,68";"1,6";"23,11";"2,64";"0,73";;"1,93";"36,52";"5,48";"0,03";"0,01";"4,16";"0,1";"1,26";;"7,22";"74,49";;"13,5";"4,33";"11,57";;"49,35";"90,16";"0,01";"0,9";"0,06";"13,32";"5,43";"2,06";"2,52";"0,95";;"9,81";"1,88";"5,52";"0,2";"33,17";"2,06";"0,35";"0,01";;;"2,79";"46,15";;"1,93";"342,23";3
2008;6;"2,57";"0,03";"0,12";"0,67";"3,39";"2,01";"35,14";"1,98";"1,41";"21,59";"2,6";"0,75";;"1,44";"35,49";"4,93";"0,01";"0,03";"4,66";"0,12";"0,99";;"7,61";"72,06";;"12,96";"4,31";"11,12";;"48,68";"88,45";"0,01";"0,78";"0,01";"12,87";"5,39";"2,17";"2,51";"0,91";;"9,64";"1,68";"5,4";"0,32";"31,08";"2,65";"0,31";"0,03";;;"2,72";"45,08";;"1,44";"336,35";3
2008;7;"2,64";"0,03";"0,13";"0,4";"3,2";"1,83";"36,01";"1,89";"1,49";"20,92";"2,56";"0,64";;"1,65";"37,83";"4,7";"0,04";"0,01";"4,45";"0,06";"1,05";;"8,12";"75,22";;"14,85";"4,24";"11,19";;"49,32";"90,55";"0,01";"0,91";"0,03";"13,14";"4,58";"1,87";"1,85";"0,98";;"9,97";"1,76";"6,98";"0,26";"32,98";"2,79";"0,29";"0,01";;;"2,8";"46,97";;"1,65";"349,28";3
2008;8;"2,75";"0,06";"0,11";"0,19";"3,12";"2,13";"38,86";"2,05";"1,62";"21,32";"2,42";"0,82";;"1,51";"35,78";"5,01";"0,06";"0,03";"4,58";"0,11";"1,59";;"8,39";"75,03";;"14,32";"4,35";"11,04";;"47,74";"89,55";"0";"0,77";"0,04";"12,85";"4,49";"1,78";"1,9";"0,91";;"9,12";"1,68";"6,78";"0,44";"34,56";"2,97";"0,27";"0,05";;;"2,92";"45,37";;"1,51";"348,87";3
2008;9;"2,78";"0,03";"0,16";"0,4";"3,36";"2,12";"37,47";"2,27";"1,37";"22,23";"2,51";"0,85";;"1,44";"35,89";"5,08";"0,05";"0,02";"5,09";"0,06";"1,36";;"7,79";"74,88";;"13,69";"4,08";"11,92";;"47,75";"88,74";"0,01";"0,85";"0,04";"11,85";"4,95";"2,09";"2,07";"0,87";;"8,83";"1,88";"6,02";"0,36";"34,33";"2,95";"0,24";"0,03";;;"2,96";"46,06";;"1,44";"349,21";3
2008;10;"3,55";"0,01";"0,15";"0,47";"4,18";"2,28";"42,06";"2,79";"1,49";"23,83";"2,89";"0,9";;"1,77";"39,43";"5,88";"0,01";"0,04";"5,78";"0,09";"1,2";;"8,45";"83,21";;"15,09";"4,31";"12,47";;"50,98";"94,52";"0";"0,96";"0,04";"11,97";"5,08";"2,14";"2,2";"0,85";;"10,49";"1,93";"4,9";"0,27";"37,57";"3,11";"0,22";"0,01";;;"3,71";"51,09";;"1,77";"376,22";3
2008;11;"3,29";"0,01";"0,15";"0,52";"3,97";"2,57";"41,24";"2,27";"1,65";"21,69";"2,64";"0,86";;"1,36";"35,35";"4,97";"0,02";"0,01";"4,58";"0,07";"1,24";;"7,34";"72,64";;"13,35";"3,97";"10,83";;"47,5";"87,7";"0,01";"0,77";"0,03";"11,15";"5,52";"2,27";"2,3";"1,1";;"9,85";"1,9";"4,88";"0,25";"38,58";"3,22";"0,31";"0,01";;;"3,45";"44,91";;"1,36";"348,83";3
2008;12;"3,23";"0,01";"0,1";"0,45";"3,79";"2,53";"42,68";"2,37";"1,46";"22,57";"2,78";"0,94";;"1,91";"37,27";"4,89";"0,03";"0,03";"4,5";"0,09";"1,17";;"7,37";"75,84";;"14,88";"4,54";"11,77";;"48,8";"91,32";"0,01";"1,31";"0,05";"11,01";"4,38";"1,58";"1,97";"0,97";;"9,55";"1,66";"4,94";"0,38";"35,92";"2,77";"0,33";"0,01";;;"3,34";"46,66";;"1,91";"349,54";3
2009;1;"3,5";"0,01";"0,08";"0,6";"4,2";"2,4";"42,15";"2,42";"1,2";"20,13";"2,49";"0,79";;"1,35";"39,06";"5,27";"0,03";"0,04";"4,56";"0,08";"1,01";;"7,35";"78,4";;"15,22";"4,01";"12,65";;"50,11";"93,35";"0";"0,46";"0,04";"11,14";"5,28";"1,99";"2,37";"1,03";;"10,7";"1,95";"5,1";"0,22";"38,35";"2,96";"0,26";"0,01";;;"3,6";"48,9";;"1,35";"358,29";3
2009;2;"3,53";"0,03";"0,12";"0,48";"4,15";"2,43";"41,89";"2,05";"1,3";"20,51";"2,42";"0,86";;"1,19";"39,88";"5";"0,02";"0,03";"4,19";"0,08";"1,1";;"7,96";"77,77";;"20,58";"4,05";"11,07";;"47,1";"93,54";"0";"0,78";"0,04";"10,44";"5,42";"2,26";"2,27";"1,05";;"10,06";"2,03";"5,04";"0,39";"37,4";"2,63";"0,32";"0";;;"3,68";"49,07";;"1,19";"350,06";3
2009;3;"3,73";"0,03";"0,19";"0,65";"4,61";"2,82";"45,58";"2,8";"1,52";"22,16";"2,95";"0,99";;"1,5";"42,43";"5,88";"0,02";"0,02";"4,96";"0,11";"1,15";;"9,15";"85,43";;"15,72";"4,84";"12,01";;"50,55";"94,73";"0,01";"0,81";"0,01";"12,53";"6,22";"2,23";"3,02";"1,19";;"12,2";"2,05";"7,03";"0,37";"42,64";"3,51";"0,32";"0";;;"3,95";"53,26";;"1,5";"389,81";3
2009;4;"3,44";"0,02";"0,17";"0,65";"4,27";"2,68";"42,51";"2,28";"1,2";"19,48";"2,85";"0,85";;"1,43";"40,38";"4,88";"0,03";"0,04";"4,51";"0,06";"1,21";;"7,29";"78,18";;"13,54";"4,36";"10,61";;"46,37";"86,03";"0,01";"0,75";"0,03";"10,2";"5,43";"1,95";"2,56";"1,03";;"11,73";"2,26";"6,58";"0,37";"37,54";"2,72";"0,25";"0,01";;;"3,63";"49,76";;"1,43";"351,8";3
2009;5;"3,31";"0";"0,09";"0,51";"3,9";"2,44";"41,58";"2,36";"1,23";"22,62";"2,65";"0,86";;"1,49";"41,21";"4,94";"0";"0,08";"5,06";"0,11";"1,21";;"7,21";"79,64";;"14,95";"4,69";"11,15";;"49,99";"91,42";"0,01";"0,71";"0,05";"12,39";"5,56";"1,86";"2,6";"1,27";;"11,53";"2,06";"5,97";"0,29";"37,4";"2,54";"0,18";"0,02";;;"3,39";"51,21";;"1,49";"364,74";3
2009;6;"2,78";"0,04";"0,07";"0,68";"3,56";"2,39";"35,69";"2,13";"1,3";"20,51";"2,59";"0,9";;"1,4";"39,72";"5,08";"0,04";"0,05";"4,85";"0,08";"1,13";;"6,82";"75,11";;"13,11";"4,37";"11,36";;"46,45";"85,66";"0";"0,76";"0,03";"11,97";"5,23";"1,94";"2,38";"1,04";;"10,45";"1,68";"6,97";"0,28";"34,02";"2,85";"0,2";"0,02";;;"2,89";"49,64";;"1,4";"344,34";3
2009;7;"2,51";"0,02";"0,11";"0,55";"3,19";"2,04";"35,85";"2,11";"1,04";"21,75";"2,82";"0,82";;"1,3";"38,34";"4,66";"0,03";"0,02";"4,79";"0,07";"1,18";;"6,8";"73,35";;"13,76";"4,79";"11,41";;"47,84";"88,28";"0,01";"0,6";"0,08";"13,05";"5,52";"1,99";"2,54";"1,08";;"10,4";"1,77";"7,44";"0,3";"33,84";"2,85";"0,27";"0,03";;;"2,64";"47,79";;"1,3";"349,01";3
2009;8;"2,73";"0,02";"0,08";"0,47";"3,3";"2,51";"38,74";"2,03";"1,28";"21,49";"2,49";"0,73";;"1,44";"35,11";"4,71";"0,03";"0,01";"4,18";"0,08";"0,97";;"7";"68,93";;"14,36";"4,39";"11,07";;"46,42";"86,98";"0";"0,61";"0,06";"12,31";"6,22";"2,09";"3,18";"1,16";;"12,21";"2,07";"7,82";"0,35";"34,41";"2,48";"0,26";"0,02";;;"2,82";"43,99";;"1,44";"344,48";3
2009;9;"2,73";"0,02";"0,11";"0,52";"3,38";"2,3";"42,15";"2,08";"1,28";"22,31";"2,68";"0,93";;"1,37";"33,8";"4,17";"0,02";"0,02";"4,34";"0,09";"0,95";;"5,7";"64,96";;"14,15";"4,71";"12,08";;"47,38";"88,54";"0,01";"0,63";"0,04";"12,11";"6,64";"2,23";"3,28";"1,31";;"11,53";"2,33";"7,07";"0,3";"37,6";"2,79";"0,23";"0,03";;;"2,87";"42,3";;"1,37";"346,66";3
2009;10;"2,64";"0,01";"0,13";"0,59";"3,37";"1,99";"40,69";"2,29";"1,1";"22,6";"2,5";"0,92";;"1,18";"33,09";"4,26";"0,02";"0,03";"4,42";"0,08";"0,94";;"5,82";"64,35";;"15,38";"4,37";"11,11";;"45,13";"86,58";"0";"0,54";"0,04";"11,43";"6,34";"2,26";"3,04";"1,22";;"11,38";"2,41";"5,58";"0,24";"37,51";"2,69";"0,25";"0,03";;;"2,78";"41,78";;"1,18";"337,62";3
2009;11;"2,76";"0,03";"0,08";"0,48";"3,35";"2,18";"49,51";"1,45";"1,38";"23,44";"2,41";"0,91";;"1,41";"33,63";"3,94";"0,02";"0,01";"4,01";"0,05";"1,16";;"5,86";"64,05";;"15,32";"4,65";"12,1";;"46,47";"88,47";"0,01";"0,6";"0,04";"11,04";"5,81";"1,94";"2,86";"1,08";;"10,74";"2,05";"5,57";"0,37";"42,14";"2,87";"0,28";"0,03";;;"2,87";"41,57";;"1,41";"352,89";3
2009;12;"3";"0,06";"0,16";"0,47";"3,68";"2,1";"44,94";"2,07";"1,18";"23,75";"2,42";"0,94";;"1,69";"33,04";"3,73";"0,01";"0,01";"3,91";"0,06";"0,96";;"6,53";"64,83";;"16,75";"4,79";"11,31";;"49,73";"93,43";"0,01";"0,48";"0,04";"10,68";"5,84";"1,94";"3,05";"0,98";;"10,85";"1,99";"5,01";"0,18";"37,83";"3,44";"0,31";"0";;;"3,22";"40,68";;"1,69";"347,2";3
2010;1;"2,81";"0,04";"0,12";"0,48";"3,45";"2,37";"48,54";"2,17";"1,01";"22,09";"2,35";"0,77";;"1,47";"33,29";"3,57";"0,01";"0,03";"3,91";"0,06";"0,87";;"6,52";"65,09";;"16,47";"4,43";"11,12";;"50,81";"93,42";"0,01";"0,56";"0,03";"10,8";"5,61";"1,89";"2,93";"0,9";;"11,09";"2,42";"4,37";"0,27";"43,21";"3,03";"0,43";"0,01";;;"2,97";"40,78";;"1,47";"355,64";3
2010;2;"2,97";"0,02";"0,04";"0,39";"3,42";"2,07";"45,26";"2,46";"1,24";"20,53";"2,19";"0,73";;"1,39";"33,7";"3,66";"0,01";"0,01";"3,43";"0,04";"0,77";;"6,3";"63,16";;"25,74";"4,46";"12,48";;"49,64";"102,8";"0";"0,41";"0,04";"10,23";"5,44";"1,8";"2,91";"0,85";;"10,46";"2,05";"4,73";"0,13";"40,25";"2,97";"0,42";"0,01";;;"3,03";"40,79";;"1,39";"353,86";3
2010;3;"3,09";"0,03";"0,11";"0,51";"3,73";"2,46";"42,5";"2,14";"1,17";"22,99";"2,77";"0,93";;"1,44";"37,91";"4,99";"0,01";"0,02";"4,35";"0,09";"0,91";;"6,91";"73,14";;"17,23";"5,47";"12,27";;"51,87";"97,6";"0,01";"1,06";"0,08";"14,12";"5,86";"1,94";"3,18";"0,88";;"11,69";"2,49";"6,02";"0,28";"41,56";"2,81";"0,36";"0,02";;;"3,22";"47,25";;"1,44";"376,22";3
2010;4;"2,71";"0,01";"0,07";"0,64";"3,43";"2,18";"38,81";"2,11";"1,36";"20,14";"2,64";"0,71";;"1,14";"35,02";"4,49";"0,01";"0,01";"3,6";"0,04";"0,81";;"6,21";"65,87";;"14,2";"4,95";"11,09";;"46,31";"86,56";"0";"0,88";"0,04";"11,38";"5,47";"1,72";"2,99";"0,83";;"11,31";"2,48";"4,56";"0,19";"37,97";"2,74";"0,28";"0,01";;;"2,79";"43,11";;"1,14";"336,69";3
2010;5;"2,26";"0,04";"0,07";"0,68";"3,06";"2,16";"39,29";"2,16";"1,3";"23,03";"2,76";"0,83";;"1,35";"36,04";"4,33";"0,01";"0,02";"4,08";"0,05";"0,92";;"6,04";"66,76";;"16,54";"5,44";"12,17";;"50,48";"95,11";"0";"0,76";"0,03";"13,89";"6,51";"2,2";"3,49";"0,95";;"12,73";"2,56";"7,5";"0,26";"36,94";"2,53";"0,28";"0,01";;;"2,38";"44,45";;"1,35";"363,98";3
2010;6;"2,17";"0,04";"0,08";"0,46";"2,76";"1,74";"38,54";"2,17";"1,16";"21,69";"2,27";"0,76";;"1,33";"31,84";"4,19";"0,01";"0,01";"3,84";"0,08";"0,78";;"5,61";"61,36";;"15,72";"5,11";"11,56";;"47,03";"89,35";"0";"0,67";"0,07";"12,73";"6,3";"2,22";"3,24";"0,96";;"10,49";"2,17";"6,67";"0,19";"35,75";"2,52";"0,29";"0,01";;;"2,29";"39,87";;"1,33";"337,89";3
2010;7;"2,03";"0,02";"0,08";"0,36";"2,48";"1,8";"37,86";"2,52";"1,29";"22,76";"2,33";"0,64";;"1,31";"32,19";"4,91";"0,01";"0,03";"3,69";"0,06";"0,88";;"5,38";"61,84";;"15,12";"4,47";"11,58";;"47,65";"88,57";"0";"0,62";"0,04";"13,12";"6,53";"2,48";"3,36";"0,77";;"10,75";"2,27";"7,15";"0,21";"38,46";"2,75";"0,18";"0,01";;;"2,12";"40,78";;"1,31";"348,44";3
2010;8;"2,15";"0,05";"0,08";"0,19";"2,46";"2,08";"40,1";"2,51";"1,11";"24,32";"2,26";"0,75";;"1,15";"32,31";"4,35";"0,01";"0,01";"3,4";"0,06";"1,01";;"5,2";"60,25";;"14,91";"5,46";"11,73";;"47,6";"89,88";"0,01";"0,74";"0,09";"13,1";"6,7";"2,89";"3,21";"0,79";;"11,98";"2,35";"8,35";"0,27";"40,39";"2,73";"0,21";"0,01";;;"2,28";"40,05";;"1,15";"353,95";3
2010;9;"2,25";"0,01";"0,13";"0,21";"2,6";"1,94";"41,14";"2,51";"1,32";"22,95";"2,57";"0,84";;"1,32";"32,49";"4,19";"0,03";"0,03";"3,69";"0,02";"0,94";;"5,29";"60,72";;"15,31";"5,34";"11,3";;"45,86";"86,6";"0,01";"0,71";"0,03";"12,71";"6,75";"2,79";"3,44";"0,71";;"10,83";"2,49";"6,27";"0,28";"39,81";"2,95";"0,22";"0,02";;;"2,39";"40,37";;"1,32";"343,46";3
2010;10;"2,53";"0,04";"0,1";"0,44";"3,12";"2,55";"44,42";"2,24";"1,37";"23,92";"2,67";"0,77";;"1,06";"32,87";"4,78";"0,01";"0,02";"3,79";"0,02";"0,96";;"5,77";"62,62";;"14,86";"5,37";"10,74";;"47,31";"87,93";"0";"0,76";"0,03";"12,15";"7,62";"3,15";"3,78";"0,84";;"12,01";"2,65";"6,47";"0,3";"40,72";"3,08";"0,21";"0,02";;;"2,68";"41,44";;"1,06";"351,8";3
2010;11;"2,27";"0,01";"0,04";"0,64";"2,96";"2,29";"41,2";"2,76";"1,14";"20,52";"2,11";"0,67";;"1,66";"30,71";"4,03";"0,01";"0,02";"3,23";"0,04";"0,86";;"5";"57,14";;"14,55";"5,42";"10,68";;"45,13";"84";"0,01";"0,84";"0,04";"13,41";"8,67";"3,17";"4,5";"1,17";;"12,43";"2,81";"6,59";"0,34";"40,22";"2,88";"0,25";"0,02";;;"2,32";"37,97";;"1,66";"339,55";3
2010;12;"2,6";"0,01";"0,07";"0,34";"3,02";"2,32";"49,96";"2,97";"1,56";"23,3";"2,31";"0,77";;"1,79";"28,31";"3,86";"0,02";"0,01";"2,76";"0,07";"1,07";;"5,2";"55,39";;"18,64";"5,68";"11,94";;"47,71";"92,58";"0";"0,8";"0,02";"12,95";"7,07";"2,9";"3,4";"0,92";;"11,87";"2,12";"6,27";"0,3";"42,82";"3,28";"0,28";"0,02";;;"2,68";"34,93";;"1,79";"358,9";3
2011;1;"2,65";"0,03";"0,06";"0,38";"3,11";"2,57";"51,49";"2,46";"1,11";"24,42";"2,55";"0,57";;"1,44";"29,7";"3,83";"0,02";"0,01";"3,14";"0,02";"0,86";;"5,38";"57,29";;"17,57";"4,75";"12,68";;"49,6";"93,46";"0,01";"0,89";"0,09";"12,61";"6,65";"2,66";"3,28";"0,85";;"11,57";"2,55";"5,4";"0,26";"46,08";"3,04";"0,32";"0,01";;;"2,73";"36,68";;"1,44";"360,11";3
2011;2;"2,29";"0,01";"0,04";"0,24";"2,59";"2,36";"48,78";"2,59";"1,16";"23,18";"2,82";"0,5";;"1,46";"29,49";"3,66";"0,02";"0,01";"3,21";"0,05";"1,15";;"5,19";"56,82";;"19,46";"5,29";"12,57";;"49,45";"94,41";"0";"0,9";"0,03";"13,19";"6,8";"2,67";"3,24";"1,03";;"11,65";"2,52";"5,3";"0,25";"44,6";"2,8";"0,29";"0,01";;;"2,34";"36,36";;"1,46";"359,7";3
2011;3;"2,37";"0,04";"0,06";"0,42";"2,88";"2,45";"44,38";"2,7";"1,51";"23,09";"2,49";"0,8";;"1,4";"32,4";"3,86";"0,03";"0";"3,2";"0,04";"1,01";;"5,54";"60,37";;"28,72";"5,34";"13,76";;"51,25";"107,48";"0";"0,92";"0,04";"14,08";"7,97";"3,22";"4";"0,95";;"15,12";"3,11";"7,44";"0,39";"43,94";"3,24";"0,23";"0,02";;;"2,46";"39,46";;"1,4";"388,68";3
2011;4;"2,5";"0,04";"0,04";"0,42";"3";"2,4";"44,07";"2,41";"1,15";"23,18";"2,57";"0,65";;"1,48";"29,09";"3,71";"0,01";"0,01";"3,07";"0,08";"1,1";;"5,64";"56,68";;"16,01";"5,29";"12";;"50,48";"91,8";"0,01";"0,89";"0,12";"13,15";"8,5";"3,48";"4,3";"0,97";;"15,1";"3,43";"7,08";"0,43";"45,39";"2,91";"0,37";"0,01";;;"2,58";"35,88";;"1,48";"364,3";3
2011;5;"2,28";"0,02";"0,06";"0,46";"2,82";"2,19";"39,83";"2,59";"1,36";"23,54";"2,53";"0,55";;"1,69";"28,77";"3,47";"0,03";"0";"3,08";"0,05";"1,07";;"5,03";"55,33";;"16,68";"5,82";"12,74";;"50,82";"94,49";"0";"1,38";"0,09";"16,35";"8,74";"3,23";"4,62";"1,15";;"14,7";"3,45";"7,29";"0,47";"42,53";"2,8";"0,29";"0,04";;;"2,36";"35,32";;"1,69";"368,13";3
2011;6;"1,9";"0,01";"0,11";"0,38";"2,41";"1,69";"39,63";"2,45";"1,12";"24,65";"2,3";"0,6";;"1,53";"27,46";"3,11";"0,01";"0,01";"2,76";"0,04";"1,16";;"4,84";"52,75";;"16,34";"5,49";"11,44";;"46,69";"87,67";"0";"1,15";"0,07";"15,27";"7,72";"3,1";"3,74";"1,07";;"12,28";"2,77";"8";"0,58";"39,98";"3,09";"0,26";"0,01";;;"2,03";"33,33";;"1,53";"348,47";3
2011;7;"2,05";"0,01";"0,04";"0,23";"2,33";"2,02";"41,47";"2,27";"1,36";"24,79";"2,44";"0,56";;"1,37";"28,31";"3,31";"0,02";"0";"2,99";"0,08";"1,09";;"5,1";"55,24";;"16,06";"5,57";"10,71";;"45,55";"85,73";"0,01";"1,19";"0,05";"15,69";"8,01";"3,09";"4,03";"1,01";;"13,1";"2,74";"8,41";"0,36";"38,51";"2,72";"0,25";"0,04";;;"2,1";"34,61";;"1,37";"348,78";3
2011;8;"2,3";"0,01";"0,07";"0,11";"2,49";"2,18";"43,83";"2,62";"1,4";"26,6";"2,2";"0,51";;"1,57";"29,31";"3,33";"0,03";"0,01";"2,84";"0,07";"1,18";;"5,3";"56,53";;"16,38";"5,71";"11,1";;"47,88";"88,83";"0";"1,2";"0,08";"17,29";"8,01";"3,38";"3,9";"0,95";;"13,25";"2,87";"11,4";"0,45";"43,45";"2,88";"0,24";"0,04";;;"2,38";"35,48";;"1,57";"370,37";3
2011;9;"2";"0,02";"0,05";"0,14";"2,22";"2,06";"40,2";"2,78";"1,45";"24,39";"2,13";"0,56";;"1,5";"28,06";"3,38";"0,02";"0,02";"2,52";"0,09";"0,99";;"5,7";"55,07";;"16,3";"5,91";"10,06";;"47,69";"87,87";"0,01";"0,97";"0,11";"16,18";"7,98";"3,03";"3,96";"1,17";;"12,7";"3,01";"9,39";"0,37";"39,92";"2,57";"0,22";"0,01";;;"2,08";"33,97";;"1,5";"350,8";3
2011;10;"1,97";"0,01";"0,07";"0,12";"2,17";"2,14";"43,59";"2,5";"1,32";"23,96";"2,44";"0,71";;"1,59";"25,63";"3,17";"0,01";"0,01";"2,46";"0,04";"0,89";;"5,44";"52,87";;"14,82";"5,71";"9,93";;"46,31";"85,52";"0,01";"0,84";"0,06";"15,31";"7,36";"3,12";"3,37";"1,03";;"12,62";"2,71";"8,7";"0,33";"40,38";"2,65";"0,22";"0,02";;;"2,05";"31,25";;"1,59";"350,61";3
